email,highnotifications,highbenmed,highexperience,lowexperience,med_experience,nut_experience,highnotifdist,highnotifremind,highdifficulty,dailynotif_selfreport,dailynotif,dailynotif_test,dailynotif_msg,dailynotif_update,dailynotif_remind,dailynotif_other,dailynotif_act,dailynotif_dist,lownotifications,notifyingapps,rel_ben_med,rel_cost_med,net_rel_ben_med,med_ever,nuttrack_ever,med_last_month,nuttrack_last_month,med_daily_ever,nuttrack_daily_ever,experience,imp_med,imp_exercise,imp_nut,imp_sleep,fun_med,fun_exercise,fun_nut,fun_sleep,diff_med,diff_exercise,diff_nut,diff_sleep
E1697,0,1,0,1,1,2,0,0,1,3,7,0,5,2,0,0,0,7,-1,2,0.5,-4.9,5.4,1,1,0,0,0,1,3,7.1,10,6.6,8.2,9.2,10,5.3,9.5,6.2,0,7.2,3
E1698,1,1,0,1,2,0,1,0,0,60,50,0,50,0,0,0,0,50,0,2,7.6,-6.8,14.399999999999999,1,0,0,0,1,0,2,8.5,10,0.9,8.6,4.4,10,0,7.8,4,0,6.4,1.4
E1699,0,1,0,1,3,0,0,0,0,2,0.8457781672477722,0,0,0.7142857313156128,0.13149243593215942,0,0.13149243593215942,0.7142857313156128,-1,2,4.8,-16,20.8,1,0,1,0,1,0,3,10,9.1,5.2,9.4,9.7,9.1,0,7.2,2,2,8.3,6.7
E1700,1,0,1,0,2,2,1,1,0,30,62.71428680419922,0,40,20,2,0.7142857313156128,2,60,0,6,-3,2,-5,1,1,1,0,0,1,4,7,9,10,8,8,7,7,7.2,6,6.1,3,8
E1701,0,1,1,0,2,2,0,0,0,2,8.285714149475098,0,8,0,0.2857142984867096,0,0.2857142984867096,8,-1,3,7,3.3,3.7,1,1,1,0,0,1,4,10,10,3,10,4.1,4,0,10,7.4,9.2,0,6.5
E1702,0,0,0,1,0,3,0,0,1,10,8.604303359985352,0,8.285715103149414,0.31858742237091064,0,0,0,8.604302525520325,-1,7,-6.6,-1.8,-4.8,0,1,0,1,0,1,3,3.1,10,9.7,9.9,3.5,7.2,0.6,3.1,7.7,9.1,6.6,5.4
E1703,1,1,1,0,2,3,1,1,0,50,257,0,215,40,2,0,2,255,0,10,1,-2,3,1,1,0,1,1,1,5,7.5,8.1,6.5,10,6.1,4,2,4,6.1,8,4,7.3
E1704,0,0,1,0,2,2,0,0,0,8,7.3514604568481445,0,7.065746307373047,0,0,0.2857142984867096,0,7.065746307373047,-1,4,1.2,5.5,-4.3,1,1,0,0,1,1,4,5,9.5,3.8,8.5,6.3,6.4,3.8,9.3,9.3,7.4,1.3,2
E1705,0,1,1,0,3,2,0,0,0,10,10,0,10,0,0,0,0,10,-1,2,0,-12.8,12.8,1,1,1,0,1,1,5,10,10,10,10,10,10,0.3,7.2,0.2,4.2,3.3,7.5
E1706,1,1,1,0,3,3,0,0,1,30,23.714284896850586,0,13,10.714285850524902,0,0,0,23.714285850524902,0,5,-1.1,-4.5,3.4,1,1,1,1,1,1,6,7.5,9.5,8.6,8.1,7.2,8.1,5.9,6.1,3.9,8.9,7.1,4.5
E1707,1,0,1,0,2,2,1,1,1,20,56,0,43,6.571428298950195,6.4285712242126465,0,6.4285712242126465,49.571428298950195,0,12,-3,-1.4,-1.6,1,1,0,0,1,1,4,3,8.1,6,9.1,4.2,6.5,3,6.1,7.8,6.6,8,3.9
E1708,1,1,0,1,0,2,1,1,1,30,36.75,0,30,0.25,6,0.5,6,30.25,0,6,0,-2.4,2.4,0,1,0,0,0,1,2,3,10,3,9,6,8,2,6,8.6,1,7,5
E1709,1,0,1,0,2,3,0,1,0,25,23.60430145263672,0,0.4285714328289032,19,4.175730228424072,0,4.175730228424072,19.428571432828903,0,7,-4,4.8,-8.8,1,1,0,1,1,1,5,6,9,10,10,7.2,5.9,9,10,6,8,3,9
E1710,1,0,1,0,1,3,0,1,1,20,23.5588436126709,0,17.428571701049805,3.998778820037842,2,0.13149243593215942,2,21.427350521087646,0,10,-2.8,-4,1.2000000000000002,1,1,0,1,0,1,4,5,7.5,7.8,7.5,5,5,3,5,6,7,8,4
E1711,1,0,1,0,2,3,0,0,0,25,13,0,5,8,0,0,0,13,0,3,-1,1,-2,1,1,0,1,1,1,5,7,9,8,9,7,6,6,3,6,4,4,7
E1712,1,1,1,0,2,2,1,1,0,100,99.71428680419922,0,85.71428680419922,0,14,0,14,85.71428680419922,0,8,0,-2.1,2.1,1,1,0,0,1,1,4,10,10,10,10,10,8.5,7,10,5,3,4.1,7.3
E1713,0,1,1,0,3,2,0,1,1,5,20.428571701049805,0,10,7.4285712242126465,3,0,3,17.428571224212646,-1,5,0,-6.2,6.2,1,1,1,0,1,1,5,10,10,10,10,5.3,4.8,2.1,10,7,7.2,10,7.3
E1714,1,0,0,1,1,2,0,0,0,20,11.571428298950195,0,5,6.285714149475098,0.2857142984867096,0,0.2857142984867096,11.285714149475098,0,5,-2,-0.5,-1.5,1,1,0,0,0,1,3,6,10,8,6,7.5,7,4.5,10,6,4.5,3.5,10
E1715,0,0,0,1,1,2,0,1,0,2,2.2857143878936768,0,0,0.2857142984867096,2,0,2,0.2857142984867096,-1,2,-2.5,-1.4,-1.1,1,1,0,0,0,1,3,7.5,10,10,7.2,6.1,6.1,4.1,6.1,5.3,6.1,4.7,4.5
E1716,0,1,1,0,3,3,1,1,1,15,53,0,18,27,4,4,4,45,-1,7,3,-7,10,1,1,1,1,1,1,6,9,9,6,4,7,7,1,2,8,7,9,9
E1717,0,0,1,0,2,3,1,0,0,15,30.14285659790039,0,10,20.14285659790039,0,0,0,30.14285659790039,-1,3,0,0.6,-0.6,1,1,0,1,1,1,5,10,10,10,10,9.3,9.3,8.2,10,4.3,3.4,2.6,4.5
E1718,0,0,1,0,1,3,0,0,0,5,10.142857551574707,0,10,0.1428571492433548,0,0,0,10.142857149243355,-1,3,-3,0,-3,1,1,0,1,0,1,4,6,8.5,9,8.5,5,7,5,7,5,3,5,7
E1719,0,0,0,1,1,2,1,0,1,10,40.4296875,0,23.592937469482422,16.5600643157959,0.276683509349823,0,0.276683509349823,40.15300178527832,-1,25,-1.8,1.1,-2.9000000000000004,1,1,0,0,0,1,3,7.8,8.9,9.6,10,5.4,5.4,5.9,7.7,6.6,7.9,6,3.7
E1720,0,1,1,0,2,2,0,0,1,6,11.92288875579834,0,8.351460456848145,3,0.5714285969734192,0,0.5714285969734192,11.351460456848145,-1,5,-0.6,-3.9,3.3,1,1,0,0,1,1,4,6.7,9.6,7.3,10,8,2.5,3.1,10,6.5,10,5.5,7.3
E1721,1,0,1,0,2,3,1,1,1,50,43.87865447998047,0,35,0,8.845778465270996,0.032873108983039856,8.845778465270996,35,0,7,-5.2,3.1,-8.3,1,1,0,1,1,1,5,4,9.2,9.2,9.2,4,7,7.1,10,7,7,7,4
E1722,1,1,1,0,2,2,0,1,1,20,15.285714149475098,0,0.4285714328289032,10.857142448425293,4,0,4,11.285713881254196,0,5,-3,-10.9,7.9,1,1,0,0,1,1,4,4,10,7,8.4,7.1,10,0,8,4.5,3,8.3,8.1
E1723,1,1,1,0,2,2,1,1,0,50,228,0,170,56,2,0,2,226,0,10,0.3,-1.9,2.1999999999999997,1,1,1,0,0,1,4,5.1,7.2,4.8,10,3.6,3.5,1.7,5.7,3.7,6.2,3.7,8
E1724,1,0,1,0,2,3,1,1,1,30,89,0,10,76,3,0,3,86,0,20,0.1,1.8,-1.7,1,1,0,1,1,1,5,7.5,9.5,7.4,7.9,9.6,10,9.9,10,7.7,5.5,6.2,9.4
E1725,0,1,1,0,2,2,0,1,0,15,21.571428298950195,0,10,8.571428298950195,3,0,3,18.571428298950195,-1,5,0.2,-2.5,2.7,1,1,1,0,0,1,4,7.8,9,7.6,6.8,7.3,6.7,7.1,4.9,1.5,5.3,3.8,4.2
E1726,0,1,1,0,3,2,0,0,1,15,10.142858505249023,0,0,7,0.8571428656578064,2.2857141494750977,0.8571428656578064,7,-1,10,3.2,-8.4,11.600000000000001,1,1,1,0,1,1,5,7.2,9.2,4,8.1,6.4,9.3,0,10,6.1,1.1,8.1,1.7
E1727,1,1,1,0,1,3,1,1,0,25,98,0,90,0,8,0,8,90,0,5,-0.1,-9.9,9.8,1,1,0,1,0,1,4,9,10,9.1,10,8.1,8.4,2.5,8.4,3,2.4,7.3,7.7
E1728,0,1,1,0,2,2,1,1,0,10,33,0,30,0,3,0,3,30,-1,3,-1.4,-6.4,5,1,1,1,0,0,1,4,7.2,10,8.6,7.1,8.2,6.5,4.7,6.1,3.9,7.1,6.8,3.7
E1729,0,1,1,0,2,2,0,0,1,15,9,0,8,1,0,0,0,9,-1,5,5.2,-3.2,8.4,1,1,0,0,1,1,4,8.2,6.4,3,8,7.3,4,3,10,7.1,9.1,6,8
E1730,0,1,0,1,1,2,0,1,1,10,21.28571319580078,0,10.714285850524902,3.4285714626312256,5,2.142857074737549,5,14.142857313156128,-1,10,2,-4,6,1,1,0,0,0,1,3,8,8,6,8,6,7,3,7,5,7,6,6
E1731,0,0,1,0,3,3,0,1,0,12,14.142857551574707,0,0,1.1428571939468384,13,0,13,1.1428571939468384,-1,5,0,-1.1,1.1,1,1,1,1,1,1,6,10,10,10,8.4,10,10,2.3,7.9,6.6,5,0,8.4
E1732,0,1,1,0,2,3,0,0,1,7,12,0,0,12,0,0,0,12,-1,4,0.6,-3.9,4.5,1,1,1,1,0,1,5,7,8.2,6.4,9.4,6.3,6.7,3.7,1.6,6.3,9,7.6,1.8
E1733,1,1,1,0,3,2,1,1,1,25,37,0,34,0,3,0,3,34,0,5,-3,-7.5,4.5,1,1,1,0,1,1,5,4,8.3,7,5,8,4,2,6,6,8,7.5,2
E1734,0,1,0,1,3,0,0,1,1,15,22.85714340209961,0,10,5.714285373687744,7.142857074737549,0,7.142857074737549,15.714285373687744,-1,10,0.7,-2.2,2.9000000000000004,1,0,1,0,1,0,3,8.6,10,7.9,9.3,4.6,7.8,3.1,9.5,5.4,3.2,6.1,6.1
E1735,0,1,0,1,1,2,0,0,1,15,14,0,14,0,0,0,0,14,-1,1,-0.3,-4.6,4.3,1,1,0,0,0,1,3,5.2,7.3,5.5,5,7.1,7.8,3.1,5,7,8.1,7.6,5.3
E1736,1,1,0,1,2,0,1,1,0,150,126.85713958740234,0,85,26.85714340209961,15,0,15,111.85714340209961,0,15,0.2,-8.3,8.5,1,0,0,0,1,0,2,7.3,9.3,7.1,9.3,8.2,9.7,2.3,2.6,1.9,7.1,4.3,9.1
E1737,1,0,1,0,3,3,0,0,1,20,24,0,13,10,1,0,1,23,0,5,-3,1.2,-4.2,1,1,1,1,1,1,6,5,10,8,10,6.2,10,5.4,7.2,7,10,5,6.6
E1738,1,1,1,0,2,2,1,0,1,40,40,0,27.14285659790039,12.85714340209961,0,0,0,40,0,5,1,-1.3,2.3,1,1,0,0,1,1,4,7.7,8.1,6.7,9,8.5,8.9,6.8,9,6.1,5,5.7,4.4
E1739,1,1,0,1,1,2,1,0,1,230,354,0,354,0,0,0,0,354,0,3,2,-7.1,9.1,1,1,0,0,0,1,3,9.3,9.3,7.3,10,6.2,6.3,1.9,10,7.2,7.4,10,6.5
E1740,1,1,0,1,1,2,0,1,1,30,30,0,28,0,2,0,2,28,0,4,2,-2,4,1,1,0,0,0,1,3,5,7,3,5,5,6,4,10,5,9,6,9
E1741,0,0,0,1,1,2,0,1,0,15,19.428571701049805,0,8,7.4285712242126465,4,0,4,15.428571224212646,-1,8,-3.5,4,-7.5,1,1,0,0,0,1,3,6,9,9.5,8.5,4,7,6,4,4,3,2,1
E1742,1,0,0,1,1,0,1,0,1,60,54,0,38,16,0,0,0,54,0,5,-2.3,-3,0.7000000000000002,1,0,0,0,0,0,1,3.7,9,6,9,2.3,4.1,0.3,7.7,7.4,6.8,8.4,2.3
E1743,1,1,1,0,2,3,1,1,0,100,221,0,150,68,3,0,3,218,0,10,3,-8,11,1,1,0,1,1,1,5,10,8.5,7,9,8.1,6,4,10,3,6,6.9,7
E1744,1,1,0,1,3,0,0,0,1,20,19,0,14,4,0,1,0,18,0,5,0.1,-6.2,6.3,1,0,1,0,1,0,3,7.1,9.1,7,8.7,6.6,3.6,4,7,4.5,6.3,8.1,2.9
E1745,1,0,1,0,1,3,1,1,1,150,101,0,38,56,5,2,5,94,0,10,-1.2,1.2,-2.4,1,1,0,1,0,1,4,6.3,8.4,7.5,10,5.2,5.7,6.3,8.2,5.6,6.6,5.5,7.7
E1746,0,0,0,1,1,2,1,1,0,16,98,0,75.71428680419922,10.428571701049805,11.85714340209961,0,11.85714340209961,86.14285850524902,-1,50,-4,3.5,-7.5,1,1,0,0,0,1,3,2,7.2,6,10,5.5,8.2,4.1,8.6,6.6,7.5,1.7,6.9
E1747,0,1,1,0,2,3,0,0,1,15,12.285714149475098,0,10,1.2857142686843872,1,0,1,11.285714268684387,-1,5,1.5,-1.8,3.3,1,1,1,1,0,1,5,8.4,8.8,6.9,9.6,6.4,6.8,3.6,6.7,6.7,3.7,5.7,3.5
E1748,1,1,0,1,3,0,1,0,0,50,45.28571319580078,0,45.28571319580078,0,0,0,0,45.28571319580078,0,3,1,-10.8,11.8,1,0,1,0,1,0,3,7.9,10,6.9,9.3,8.4,9.2,2.6,8.4,1.9,3.8,6.9,8
E1749,0,0,1,0,2,3,0,0,0,10,26.571430206298828,0,23.428571701049805,3.142857074737549,0,0,0,26.571428775787354,-1,8,-1,-2,1,1,1,1,1,0,1,5,7,8,8,6,7,7,6,7,4,3,5,6
E1750,1,1,1,0,2,3,0,0,1,20,18.780033111572266,0,8.714285850524902,10,0.06574621796607971,0,0.06574621796607971,18.714285850524902,0,6,-2,-8,6,1,1,0,1,1,1,5,8,10,10,10,7,5,3,9.5,6,8,10,7
E1751,0,1,1,0,3,2,0,0,1,5,1.8571430444717407,0,0,1.8571430444717407,0,0,0,1.8571430444717407,-1,5,1,-9,10,1,1,1,0,1,1,5,8,10,7,10,10,10,6,10,3,7.9,8,6
E1752,0,1,1,0,3,2,0,1,1,15,27.71428680419922,0,5.142857074737549,19.571428298950195,3,0,3,24.714285373687744,-1,30,0.8,-10.3,11.100000000000001,1,1,1,0,1,1,5,10,10,9.2,10,7.2,3.4,0.7,10,4.1,9.9,7.9,4.6
E1753,0,1,0,1,1,2,0,0,0,5,16,0,15,0,1,0,1,15,-1,3,1.5,-10.4,11.9,1,1,0,0,0,1,3,7.5,6,6,10,7.9,3,0,7,4,7,6.5,6.5
E1754,1,0,0,1,1,0,1,0,0,50,42.0089225769043,0,15.351460456848145,20.65746307373047,1,5,1,36.00892353057861,0,10,-2.1,-3.9,1.7999999999999998,1,0,0,0,0,0,1,6.1,8,8.2,8.3,6.1,6.3,3.6,7.1,4.6,4.2,6,7.2
E1755,1,0,1,0,3,2,1,1,0,50,63.57142639160156,0,35,24.571428298950195,4,0,4,59.571428298950195,0,30,0,0.6,-0.6,1,1,1,0,1,1,5,10,10,10,10,4.2,4.1,4,7.3,3,4,2.2,6.2
E1756,0,1,0,1,3,0,0,0,0,7,13.714286804199219,0,5,5.714285373687744,1,2,1,10.714285373687744,-1,7,3.5,-1.6,5.1,1,0,1,0,1,0,3,10,8,6.5,7.4,5,2.3,2.5,10,5.6,8.8,4.7,10
E1757,0,0,1,0,2,2,0,0,1,10,12.032873153686523,0,12.032873153686523,0,0,0,0,12.032873153686523,-1,3,-3.8,6.7,-10.5,1,1,0,0,1,1,4,6.2,10,10,10,6,10,10,10,7.3,4.8,4.6,2.8
E1758,0,1,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,-1,NA,2.5,-5.9,8.4,1,1,1,1,1,1,6,10,7.7,7.5,9.9,8.7,3.1,3.7,9.9,6.9,9.5,7.8,6.3
E1759,1,1,1,0,3,2,1,0,1,25,39.28571701049805,0,35.57143020629883,3.7142858505249023,0,0,0,39.28571605682373,0,6,7,-12,19,1,1,1,0,1,1,5,8,10,1,7.5,8.5,9.5,0.5,8,3.5,1.1,7.5,7.5
E1760,1,0,1,0,2,3,0,1,0,20,21.14285659790039,0,16,2.142857074737549,3,0,3,18.14285707473755,0,4,-3.9,-3.9,0,1,1,1,1,0,1,5,6.1,10,10,10,5.3,7.9,2.7,7.2,3.8,2.3,5.1,7
E1761,1,0,1,0,1,3,1,1,1,100,105.28572082519531,0,60,38.42857360839844,6.857142448425293,0,6.857142448425293,98.42857360839844,0,10,-5,-4,-1,1,1,0,1,0,1,4,2,8,7,6,4,6,3,10,4,5.2,7,6
E1762,1,1,1,0,3,2,1,0,0,20,41,0,20,21,0,0,0,41,0,3,0,-4.4,4.4,1,1,1,0,1,1,5,10,10,10,10,7,10,5.5,8.1,2.8,2.3,5.7,3.4
E1763,1,0,1,0,3,3,0,1,0,100,32,0,22.285715103149414,2.4285712242126465,7.285714149475098,0,7.285714149475098,24.71428632736206,0,10,-1.2,2.6,-3.8,1,1,1,1,1,1,6,8.8,10,10,10,6.4,10,4.8,8,6.2,3,2,7.5
E1764,0,0,0,1,1,1,0,0,0,10,6.4285712242126465,0,0,6.4285712242126465,0,0,0,6.4285712242126465,-1,5,-4,1.4,-5.4,1,1,0,0,0,0,2,5.1,8.3,9.1,8.9,5.4,6.5,5.9,7.3,4.7,4.1,3.8,6.2
E1765,1,0,0,1,1,2,0,0,1,20,24.428571701049805,0,23,0,1.4285714626312256,0,1.4285714626312256,23,0,5,-1,0.1,-1.1,1,1,0,0,0,1,3,5,10,6,4,4,5,3,3,7.1,2,6,1
E1766,0,1,1,0,2,2,0,0,0,15,15,0,0,15,0,0,0,15,-1,1,-3,-7.1,4.1,1,1,1,0,0,1,4,3.5,9,6.5,10,7.2,7,3.1,10,3.5,5.7,6.5,1.3
E1767,0,0,1,0,1,3,0,1,0,3,31,0,22,0,9,0,9,22,-1,3,-3.5,1.9,-5.4,1,1,0,1,0,1,4,6,9.5,9.5,8.3,8.2,9.1,8.4,9,2.9,0.1,1.2,5.3
E1768,1,0,0,1,0,2,1,1,0,100,80,0,54.71428298950195,14.285714149475098,11,0,11,68.99999713897705,0,30,-5.9,-2.3,-3.6000000000000005,0,1,0,0,0,1,2,2,7.9,7.9,7,1.9,3.7,2.9,6.7,3.2,6.2,6.5,4.6
E1769,1,0,1,0,3,3,0,1,1,20,12.714285850524902,0,3,4.714285850524902,5,0,5,7.714285850524902,0,8,-0.5,-0.8,0.30000000000000004,1,1,1,1,1,1,6,6.6,7.4,7.1,7.7,3.5,6.6,2.3,6.1,6.5,7,6.1,4.2
E1770,1,0,1,0,2,3,1,1,1,150,140,0,105,30,5,0,5,135,0,10,-3,1.4,-4.4,1,1,0,1,1,1,5,7,10,10,8.1,5.1,6.1,6.5,10,6.3,7.6,6.3,8.4
E1771,0,0,1,0,1,3,0,1,0,5,2.142857074737549,0,0,0.1428571492433548,2,0,2,0.1428571492433548,-1,2,-7.1,4.8,-11.899999999999999,1,1,0,1,0,1,4,2.9,8.9,10,10,3.5,3.1,2.8,7.3,7.5,4.5,2,8.4
E1772,0,0,1,0,3,2,0,0,1,3,1.7142857313156128,0,0.7142857313156128,1,0,0,0,1.7142857313156128,-1,2,-3,-3.6,0.6000000000000001,1,1,1,0,1,1,5,7,10,10,5,6.1,6.1,4,10,7,9,8.5,0
E1773,1,0,1,0,3,2,1,1,1,250,257.95574951171875,0,200.2857208251953,55.52718734741211,2.142857074737549,0,2.142857074737549,255.81290817260742,0,15,0,3,-3,1,1,1,0,1,1,5,4,10,4,10,4,8,3,4,10,9,6,7
E1774,0,1,1,0,3,2,0,1,1,12,19,0,11,0,8,0,8,11,-1,5,5.1,-7.2,12.3,1,1,1,0,1,1,5,8.3,7,3.2,6.9,7.6,5.8,0.9,6.1,6.4,7.6,6.9,5.3
E1775,0,0,1,0,3,3,0,0,0,15,15,0,0,15,0,0,0,15,-1,1,1.2,3.5,-2.3,1,1,1,1,1,1,6,7.5,8.5,6.3,10,1,1.4,0.6,1,3.9,1.5,0,0
E1776,0,0,1,0,2,2,1,0,1,15,45,0,45,0,0,0,0,45,-1,2,1.6,0.7,0.9000000000000001,1,1,0,0,1,1,4,6,10,4.4,7.8,3.1,4,1.4,9.6,8.7,7.1,6.3,4.2
E1777,1,0,1,0,3,3,0,0,0,30,21.14285659790039,0,19.85714340209961,1.2857143878936768,0,0,0,21.142857789993286,0,6,-0.5,-2.2,1.7000000000000002,1,1,1,1,1,1,6,9.5,9.5,10,10,10,9.3,10,10,1.1,7.5,3.3,3.5
E1778,0,1,0,1,3,0,0,1,0,5,5.428571701049805,0,0,3.4285714626312256,2,0,2,3.4285714626312256,-1,3,3,-7,10,1,0,1,0,1,0,3,10,10,7,8,7,7,4,7,3,5,7,4
E1779,1,1,0,1,3,0,1,1,1,40,43.28571319580078,0,20.285715103149414,20,3,0,3,40.285715103149414,0,140,0.1,-7.2,7.3,1,0,1,0,1,0,3,7.5,10,7.4,10,7.4,5.9,3.8,7.9,4.1,6.2,7.7,7
E1780,1,0,1,0,2,3,1,1,1,50,74,0,40,28,6,0,6,68,0,10,-0.2,2,-2.2,1,1,0,1,1,1,5,7.2,9.5,7.4,9.1,4.4,4.5,4.4,2.9,7.2,6.2,5.2,6.5
E1781,0,0,1,0,2,3,0,1,1,10,17.571430206298828,0,0,13.571429252624512,4,0,4,13.571429252624512,-1,8,-4.9,2.8,-7.7,1,1,1,1,0,1,5,4,10,8.9,8.2,5.2,8.4,7.1,9.8,6.2,0,5.3,5.9
E1782,1,0,0,1,0,2,1,0,0,100,96.4285659790039,0,90,5.428571701049805,0,1,0,95.4285717010498,0,7,-9,-0.7,-8.3,0,1,0,0,0,1,2,0,10,9,7.9,7.9,8.9,2.5,8.3,6.6,1.9,1.9,7.9
E1783,0,1,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,-1,0,0,-5.1,5.1,1,0,0,0,0,0,1,8,6,8,10,7.1,0,3,5,7,10,8,10
E1784,1,0,0,1,1,2,0,1,1,20,15.714285850524902,0,13.714285850524902,0,2,0,2,13.714285850524902,0,5,-0.6,-0.7,0.09999999999999998,1,1,0,0,0,1,3,6.9,10,7.5,6.5,5.3,7.1,3.7,6.2,7.1,2.5,6.2,5.9
E1785,1,1,1,0,2,2,0,0,0,20,12.857142448425293,0,10.285714149475098,1.7142857313156128,0.8571428656578064,0,0.8571428656578064,11.99999988079071,0,6,-1.7,-4.7,3,1,1,0,0,1,1,4,7.3,8.5,9,6.2,7.5,6.6,5.6,7.6,3.5,4.7,6.3,1.8
E1786,0,1,1,0,2,3,0,1,0,10,9.285714149475098,0,5.285714149475098,1,3,0,3,6.285714149475098,-1,5,-1.8,-5.9,4.1000000000000005,1,1,1,1,0,1,5,7,9.1,8.8,1.7,5.7,3,2.8,0.8,3,7,6,0.5
E1787,0,1,0,1,1,2,1,1,1,15,52.14285659790039,0,41.14285659790039,8,3,0,3,49.14285659790039,-1,10,2,-6.3,8.3,1,1,0,0,0,1,3,9,10,7,10,5,3.9,1.8,5,4,5,7.1,0.9
E1788,1,1,1,0,2,2,1,0,0,25,65,0,50,15,0,0,0,65,0,5,0,-2,2,1,1,1,0,0,1,4,1,10,1,10,8,0,4,10,6,10,4,0
E1789,1,0,1,0,2,3,1,0,0,50,77.857147216796875,0,27.14285659790039,50,0.7142857313156128,0,0.7142857313156128,77.14285659790039,0,5,-1.5,7.1,-8.6,1,1,0,1,1,1,5,7,10,8.5,10,6,10,10,10,3.1,0,0,2.2
E1790,1,1,1,0,2,3,1,0,0,25,44.09861755371094,0,18,26,0.09861932694911957,0,0.09861932694911957,44,0,8,-1.7,-7.4,5.7,1,1,1,1,0,1,5,8.3,2.6,10,10,10,0,7,10,2.7,10,7.1,10
E1791,1,1,1,0,2,2,0,0,1,20,28.85714340209961,0,27.85714340209961,0,1,0,1,27.85714340209961,0,5,-1.5,-5.5,4,1,1,0,0,1,1,4,8.5,10,10,10,5,2.5,2.5,6,7,10,10,6.5
E1792,0,0,1,0,2,2,1,0,0,10,30.714284896850586,0,29,1.7142857313156128,0,0,0,30.714285731315613,-1,5,2,0.1,1.9,1,1,1,0,0,1,4,9,10,7,10,5.2,10,5.3,10,3,0,3,1
E1793,1,0,0,1,3,0,1,1,0,40,58.857139587402344,0,52.42856979370117,4.428571701049805,2,0,2,56.85714149475098,0,10,-2.2,-3.3,1.0999999999999996,1,0,1,0,1,0,3,7.8,7.6,10,8.9,7,4.5,4,6.8,3.7,7.3,4,3.7
E1794,1,1,1,0,3,2,0,0,1,20,20.28571319580078,0,15,5.285714149475098,0,0,0,20.285714149475098,0,3,3.7,-13.5,17.2,1,1,1,0,1,1,5,8,7.4,4.3,10,7.5,2.1,0,7.9,4,9,10,7.8
E1795,1,0,0,1,0,3,1,1,0,190,182,0,163,8,11,0,11,171,0,21,-1.8,2,-3.8,0,1,0,1,0,1,3,8.1,10,9.9,9.6,7.3,10,8.7,9.6,2.8,0.9,2.2,1.1
E1796,1,0,0,1,1,1,1,1,1,20,74,0,20,38,16,0,16,58,0,10,-2.1,-3.5,1.4,1,1,0,0,0,0,2,3,7,5.1,8.1,5.7,6.1,3.9,7.4,6.6,6,8.3,6.4
E1797,0,1,1,0,3,2,1,0,1,10,67,0,62,4,0,1,0,66,-1,5,0,-7.1,7.1,1,1,1,0,1,1,5,10,10,10,9.9,4.2,2.6,2.6,8.4,3.3,5.8,8.8,6.9
E1798,1,0,1,0,2,3,0,1,0,20,20.428569793701172,0,4,8.142857551574707,2.2857143878936768,6,2.2857143878936768,12.142857551574707,0,9,-5,5.2,-10.2,1,1,0,1,1,1,5,5,10,10,7,6.2,6.4,6.4,8.3,7,2,2,9.5
E1799,1,0,0,1,1,2,1,0,1,25,60,0,40,20,0,0,0,60,0,3,-4.8,0.3,-5.1,1,1,0,0,0,1,3,5.2,8.5,10,10,7.7,8.2,7.3,10,6,5.5,5.3,5.6
E1800,1,0,0,1,1,2,1,1,1,30,56.42856979370117,0,30,21.428569793701172,5,0,5,51.42856979370117,0,6,-3,4,-7,1,1,0,0,0,1,3,4,8.1,7,8,5,3,4,10,9,6.5,4,8
E1801,0,0,0,1,1,2,0,1,1,10,31.428571701049805,0,7,12.428571701049805,2,10,2,19.428571701049805,-1,9,-6,-4,-2,1,1,0,0,0,1,3,4,10,10,7,6,6.9,4,4,5,5,7,7
E1802,1,1,1,0,2,2,0,1,0,20,25,0,14,4,7,0,7,18,0,6,3.6,-6.3,9.9,1,1,0,0,1,1,4,7.2,7.6,3.6,5.9,6.3,6.5,3.4,7,3.3,6.3,6.7,6.7
E1803,0,0,1,0,3,2,0,0,1,10,21.428571701049805,0,15,6.428571701049805,0,0,0,21.428571701049805,-1,4,-0.8,-0.6,-0.20000000000000007,1,1,1,0,1,1,5,9.2,10,10,7.4,7,9.2,4.2,10,8.6,1,6.4,7.2
E1804,1,0,1,0,2,3,0,1,1,20,21.274349212646484,0,14,5,2.2743496894836426,0,2.2743496894836426,19,0,8,0.7,3.7,-3,1,1,0,1,1,1,5,10,10,9.3,10,9.8,10,8,10,9,7.5,3.5,7
E1805,0,0,0,1,0,2,0,0,1,10,7.142857074737549,0,6.4285712242126465,0.7142857313156128,0,0,0,7.142856955528259,-1,3,1,0.5,0.5,0,1,0,0,0,1,2,4,8,3,10,2,5,2,1,7,4,6.5,7
E1806,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,0,1,1,5,7,7,7,8,5,5,5,8,5,5,5,7
E1807,0,0,0,1,1,2,1,0,1,10,37,0,32,5,0,0,0,37,-1,3,-2.1,-1.1,-1,1,1,0,0,0,1,3,5.4,10,7.5,8.1,10,10,10,10,5.1,3.1,6.2,7.4
E1808,1,0,1,0,3,3,1,1,0,200,219.57461547851563,0,170,32.574623107910156,17,0,17,202.57462310791016,0,15,-1,2,-3,1,1,1,1,1,1,6,5,2,6,9.1,7,2.6,6,8,6,8,3,5
